year,month,day,weekday,carrier,origin,destination,arrivaldelay,departuredelay,weatherdelay,distance
2006,5,29,1,AA,LAS,ORD,2,7,7,214
2000,4,27,4,HP,DTW,PHX,2,76,44,235
1992,5,8,5,US,BDL,PHL,3,50,66,79
1994,3,7,1,US,PBI,PHL,2,18,23,158
2006,2,22,3,CO,EWR,DCA,3,12,15,77
1999,10,11,1,US,PIT,PHL,2,87,81,57
2008,8,8,5,US,CLT,RDU,0,2,4,55
1994,7,9,6,AA,DFW,LAS,3,80,80,158
2002,5,28,2,WN,OAK,LAS,1,0,3,83
1992,1,3,5,DL,DFW,LBB,0,4,3,60
2002,8,16,5,DL,ATL,SAT,2,0,8,142
1988,1,26,2,PI,MCO,FLL,2,26,22,45
2000,8,24,4,DL,MCO,LGA,1,0,0,150
1993,2,18,4,HP,PHX,ONT,1,8,10,72
2000,12,18,1,DL,CVG,GSO,3,20,115,168
2000,8,7,1,AS,SEA,KTN,2,0,0,116
2000,6,30,5,CO,BOS,IAH,2,6,37,282
2008,3,1,6,EV,LFT,ATL,2,1,0,98
1987,10,13,2,CO,EWR,DEN,2,20,3,220
2004,10,17,7,EV,ATL,PHF,2,24,23,93
1991,6,7,5,AS,PDX,SFO,1,47,46,104
1992,12,15,2,US,ROC,BOS,1,4,16,80
2004,12,24,5,UA,DEN,LGA,1,0,0,211
1991,8,5,1,DL,ATL,CSG,2,2,11,42
2003,5,28,3,AA,LAS,ORD,2,7,52,260
1996,7,15,1,WN,OAK,LAX,3,0,8,83
1997,3,28,5,AA,SNA,DFW,1,4,4,170
2006,7,5,3,F9,DEN,SFO,3,13,6,148
1989,4,1,6,DL,BDL,FLL,1,5,9,181
1993,2,26,5,AS,SEA,KTN,3,0,5,125
1989,7,18,2,DL,DFW,JAN,3,0,0,81
1997,4,21,1,DL,DEN,ATL,2,0,17,179
1989,8,14,1,US,DAY,GRR,3,7,16,59
1995,12,12,2,UA,ORD,BWI,3,79,104,121
2005,3,21,1,EV,ATL,AGS,2,0,0,56
1989,8,26,6,AA,RSW,DFW,2,1,4,155
1988,2,2,2,AA,SNA,ORD,2,40,13,218
1993,3,26,5,CO,MSY,EWR,3,69,74,158
2004,12,29,3,HP,PHX,SMF,2,20,47,142
1995,11,6,1,WN,HOU,SAT,1,0,0,50
1998,2,22,7,HP,LAS,PHX,3,0,0,60
2001,6,5,2,NW,RSW,DTW,1,389,389,174
2002,8,18,7,DL,ATL,DFW,1,4,5,131
2007,1,10,3,OO,SLC,IAH,1,38,8,156
2001,8,2,4,UA,DEN,LGA,1,4,3,215
1989,10,19,4,DL,DFW,SAT,3,37,28,53
1995,12,3,7,UA,MDT,ORD,3,2,2,121
1996,12,30,1,UA,BDL,ORD,2,3,7,156
2006,3,19,7,TZ,MDW,LGA,3,40,18,100
1995,3,8,3,US,CLT,MOB,3,103,102,99
1995,9,15,5,DL,SLC,ATL,2,25,15,201
1996,1,23,2,NW,SFO,MSP,2,1,4,218
1991,4,29,1,CO,GSO,EWR,2,25,7,82
1990,9,30,7,AA,STL,DFW,1,1,2,103
1994,4,19,2,WN,SMF,SAN,1,0,0,80
1996,7,9,2,HP,STL,PHX,1,343,338,187
2006,1,10,2,OH,CVG,BNA,1,0,0,65
1995,10,12,4,DL,PBI,LGA,3,9,2,153
1990,4,27,5,WN,ELP,SAT,2,0,0,75
1994,11,18,5,TW,STL,SGF,2,0,12,71
1990,11,4,7,TW,STL,SYR,2,0,9,137
2002,8,28,3,AS,SEA,PHX,3,9,13,168
1999,1,3,7,AA,ORD,LGA,1,0,0,120
2007,3,28,3,WN,PHX,SNA,1,3,7,84
2008,2,29,5,F9,MKE,DEN,3,14,6,146
2007,7,20,5,OO,SFO,BOI,2,4,9,93
1996,7,28,7,US,PIT,MCO,3,12,6,130
2007,9,18,2,UA,DEN,DSM,2,8,0,86
2008,7,28,1,US,LAX,PHX,3,1,8,90
2001,1,4,4,MQ,JAX,MIA,1,42,35,94
2001,2,26,1,AA,DFW,MCI,2,8,4,96
1999,4,17,6,US,PHL,CLT,2,34,41,97
2003,3,14,5,NW,MSP,SFO,1,24,26,253
1998,10,30,5,AA,HPN,ORD,3,5,106,238
2000,3,21,2,WN,BUR,LAS,3,0,3,58
2005,3,9,3,AS,SEA,LAX,2,69,68,154
2002,1,30,3,MQ,DFW,LBB,2,25,32,96
2000,1,6,4,WN,MSY,HOU,3,100,98,63
1999,7,28,3,AA,ORD,STL,0,50,46,61
2004,11,20,6,NW,LGA,DTW,2,0,18,135
2004,2,22,7,US,DCA,BOS,2,3,3,83
2006,11,15,3,XE,COS,IAH,2,172,179,141
2001,10,30,2,WN,ONT,OAK,3,10,8,68
1994,4,25,1,WN,HOU,AUS,2,8,1,38
2007,1,9,2,F9,PDX,DEN,1,16,4,133
2003,8,7,4,FL,ATL,MEM,3,6,15,86
2007,11,3,6,AS,FAI,ANC,3,3,4,60
2007,11,11,7,NW,GRB,DTW,3,13,26,84
2004,6,6,7,DL,BWI,ATL,1,11,0,107
1989,12,20,3,PA (1),SLC,MSP,1,0,10,155
2002,2,9,6,HP,SNA,LAS,1,3,7,68
1988,12,18,7,PA (1),HNL,LAX,0,10,15,310
1995,12,21,4,DL,JFK,DFW,2,4,31,272
2005,5,21,6,UA,DEN,PHL,1,51,42,209
1990,12,23,7,AA,BNA,BHM,3,0,0,53
1987,12,15,2,EA,DCA,MIA,2,54,56,148
1994,9,5,1,US,CLT,BOS,3,73,105,156
1998,7,19,7,US,CLT,PNS,3,31,67,125
1994,2,2,3,US,PIT,LAN,3,4,1,60
2000,12,31,7,AS,WRG,PSG,2,0,0,21
1994,6,2,4,HP,PHX,TUS,3,8,14,45
1988,10,24,1,DL,LEX,CVG,1,0,3,30
1995,7,8,6,CO,IAH,SFO,3,4,5,236
1998,6,28,7,AA,DFW,SMF,0,22,10,202
2004,12,25,6,AA,IND,MIA,1,170,185,172
2008,3,14,5,WN,SNA,LAS,3,34,25,56
2007,12,20,4,UA,ORD,MCI,2,31,35,96
2004,12,25,6,AA,ORD,MIA,2,30,30,182
1990,12,28,5,DL,DFW,ABQ,3,0,0,113
2003,6,30,1,EV,AGS,ATL,2,12,25,73
2006,5,8,1,EV,ATL,MHT,3,7,0,138
1991,9,8,7,DL,DFW,TPA,2,1,1,151
1988,5,13,5,AA,ORD,ROC,1,0,5,99
2002,12,31,2,WN,PHX,LAS,2,63,55,62
2003,12,12,5,WN,PHX,LAS,2,10,3,58
1995,12,26,2,WN,DAL,MAF,3,10,5,55
1994,1,31,1,WN,PHX,LAX,2,0,8,83
1992,6,7,7,TW,MKE,STL,1,0,5,84
1998,2,3,2,WN,ELP,PHX,1,0,6,76
1990,8,13,1,TW,ORD,STL,1,0,16,95
2000,5,12,5,US,PIT,DTW,3,5,22,78
1991,12,2,1,NW,DTW,MIA,1,1,15,199
1997,11,12,3,WN,MDW,CLE,3,0,3,58
1995,10,11,3,DL,ATL,TOL,3,11,2,86
2003,6,12,4,WN,STL,BWI,3,35,75,155
1987,10,23,5,US,CLE,LGA,3,0,0,76
1998,8,20,4,WN,SJC,LAX,3,10,2,62
1990,12,19,3,AA,LGA,ORD,3,1,22,179
1999,12,3,5,NW,ORD,DTW,2,10,6,68
2006,6,2,5,AA,LGA,STL,3,0,0,160
1995,6,12,1,WN,HOU,SAT,2,0,4,49
2005,12,16,5,NW,SYR,DTW,2,43,52,102
2000,3,3,5,DL,SJC,SLC,2,49,48,103
1999,9,11,6,NW,MSP,PDX,1,1,6,219
1990,12,20,4,DL,AVL,ATL,2,50,52,61
1988,5,2,1,CO,DEN,SEA,3,45,25,157
2001,9,26,3,DL,ATL,ROC,1,0,0,121
2000,5,18,4,WN,PHX,ELP,3,13,15,67
2002,9,16,1,WN,BHM,LAS,2,0,0,240
1993,4,12,1,DL,ATL,SYR,3,1,17,141
1992,12,29,2,WN,RNO,OAK,1,0,0,50
1997,5,8,4,NW,MSP,HOU,3,65,48,161
2003,6,21,6,NW,MSP,GTF,3,32,91,205
2000,2,21,1,US,LAX,PIT,1,0,0,267
1990,9,29,6,UA,CLE,ORD,1,0,5,78
2007,1,21,7,UA,LAS,SFO,3,244,232,80
2007,12,13,4,DL,JFK,ATL,2,95,95,175
2004,11,30,2,AA,DFW,MSP,2,168,163,136
1994,12,27,2,US,CLT,PHL,1,10,13,87
2002,10,2,3,WN,MSY,DAL,2,0,4,84
1992,1,18,6,US,CLT,MLB,2,0,0,98
2007,8,15,3,MQ,GRB,ORD,2,0,14,69
1996,6,28,5,TW,BOS,JFK,1,1,5,67
1997,3,14,5,US,PHL,BDL,2,3,5,57
1991,2,18,1,AA,ORD,PDX,3,10,0,272
1995,4,3,1,AA,DFW,PDX,2,10,5,236
2005,4,30,6,WN,BUF,MCO,1,0,8,158
2008,12,19,5,B6,MCO,JFK,3,0,0,162
1999,6,18,5,WN,HOU,DAL,3,30,31,51
1992,10,13,2,US,PIT,MCI,2,0,0,130
1999,12,9,4,HP,PHX,MCO,2,52,40,229
1992,10,19,1,WN,PHX,LAS,2,20,9,44
2006,2,16,4,AA,IAD,MIA,1,0,13,166
1998,4,8,3,WN,OAK,PDX,1,10,10,95
2004,6,6,7,OO,SLC,PIH,2,8,3,48
1995,6,30,5,WN,OAK,SEA,2,23,20,102
2003,3,22,6,MQ,ORD,CLE,2,0,12,92
2005,7,26,2,UA,PBI,ORD,1,27,19,177
1987,11,2,1,US,BTV,PIT,1,3,12,94
1992,6,25,4,UA,LAX,DEN,1,20,8,119
1993,12,26,7,WN,SAT,DAL,2,10,5,50
2008,11,6,4,AA,TPA,MIA,2,1,6,65
2007,11,2,5,AA,DFW,COS,2,22,27,115
1989,7,14,5,PI,CLT,ATL,2,6,17,73
2005,6,30,4,DL,LGA,DCA,2,0,1,66
2006,3,21,2,AS,SNA,SEA,1,23,27,186
2007,7,4,3,WN,LAX,PHX,1,2,3,81
2008,9,29,1,CO,SNA,IAH,1,8,0,200
2008,2,14,4,CO,IAH,EWR,2,20,22,221
1996,8,7,3,UA,LAX,SFO,3,8,7,75
1992,4,16,4,DL,MIA,ATL,3,11,7,99
1996,5,2,4,US,CLT,IND,3,13,16,93
2005,6,13,1,WN,SNA,SJC,2,0,0,70
1993,2,27,6,CO,IAH,MSY,2,9,9,63
1998,3,21,6,US,PIT,PHL,1,0,6,69
2004,3,25,4,NW,MSP,RST,3,0,38,74
1993,4,2,5,US,BOS,BUF,1,24,7,77
1998,4,8,3,UA,PHL,ORD,2,0,0,131
1997,3,7,5,CO,CLE,PVD,2,0,23,120
2001,1,22,1,US,PHL,CLT,1,8,21,119
1990,6,2,6,TW,STL,LNK,1,0,28,110
1988,2,21,7,TW,SEA,STL,1,1,76,296
1989,7,14,5,NW,MEM,MSP,1,0,10,129
1989,12,14,4,CO,JAX,IAH,1,2,36,178
2003,8,13,3,EV,ATL,MOB,2,65,70,72
2007,3,19,1,DL,ATL,LGA,1,11,2,126
2003,3,6,4,FL,BOS,BWI,1,0,10,101
2000,6,13,2,US,RDU,LGA,2,28,25,84
2005,2,21,1,WN,MSY,TPA,2,50,45,80
1993,10,21,4,TW,CLE,STL,3,0,8,106
1987,10,2,5,NW,LGA,DTW,3,2,17,115
2000,6,4,7,DL,MCI,MCO,2,0,1,166
1990,4,22,7,UA,DEN,SJC,1,5,4,154
2002,5,17,5,WN,OAK,SEA,3,80,73,108
1999,4,27,2,DL,RSW,ATL,3,23,11,95
2001,5,25,5,US,IND,CLT,1,0,0,86
2003,8,3,7,AS,PDX,LAX,3,79,75,136
2003,6,25,3,CO,IAH,LAS,1,8,16,196
1996,12,22,7,WN,MDW,OMA,2,0,3,83
2003,10,17,5,AA,DFW,ORD,1,0,1,128
1991,8,8,4,UA,ORD,ICT,2,5,18,121
1989,9,5,2,NW,DTW,PDX,1,15,37,294
1997,12,30,2,DL,MLU,ATL,2,100,89,74
2000,8,21,1,DL,ATL,DTW,2,18,16,111
2006,5,15,1,MQ,SDF,ORD,2,9,6,76
2007,8,24,5,AA,SFO,ORD,1,10,25,265
2001,3,15,4,WN,MSY,MCO,1,5,8,103
1998,7,24,5,AA,DFW,IND,2,43,30,127
2007,8,10,5,NW,DTW,PHL,3,56,66,111
2008,7,29,2,WN,HOU,LAS,2,51,37,171
1994,1,27,4,DL,SLC,ANC,3,15,2,284
2005,12,7,3,UA,ORD,MDT,3,32,25,100
1990,12,29,6,AA,ORD,DFW,1,3,42,190
2003,6,5,4,DL,MCO,IAD,2,33,25,123
2006,12,6,3,XE,MCI,EWR,3,62,39,155
1997,10,26,7,DL,IAH,SAT,0,32,28,43
2004,9,18,6,US,PHL,SEA,3,28,26,357
1993,11,2,2,DL,ATL,STT,1,3,0,207
1993,4,15,4,AA,ORD,RST,3,0,0,65
1993,8,16,1,TW,TUL,STL,2,0,8,83
1993,11,17,3,AA,ORD,EWR,1,1,0,116
2001,5,20,7,DL,MCO,ATL,1,3,10,94
1992,10,30,5,AA,ORD,DCA,1,4,6,105
1995,4,4,2,US,SFO,PHL,2,43,28,293
2003,10,17,5,FL,ATL,PIT,2,5,14,109
1988,7,4,1,PI,FLL,MCO,3,6,6,45
1991,3,20,3,WN,TUL,DAL,3,0,5,55
1999,1,18,1,CO,ORD,EWR,1,0,0,117
1989,5,12,5,PI,LAX,BWI,0,25,13,281
2004,9,16,4,DL,IAD,ATL,2,0,0,110
1992,10,16,5,WN,SMF,SAN,2,12,7,75
1999,11,4,4,WN,SMF,PHX,1,9,6,102
2007,2,13,2,MQ,MIA,SDF,2,341,335,154
2000,2,7,1,WN,STL,SLC,2,31,6,165
1997,5,1,4,HP,LAS,DFW,0,36,35,145
1999,5,8,6,US,PIT,DAY,1,15,22,64
1991,10,28,1,US,LGA,PIT,3,10,15,90
1995,3,10,5,AA,DFW,AMA,1,2,1,68
2002,5,6,1,DL,SLC,MSO,2,5,1,78
2004,4,1,4,US,CLT,JAX,2,14,11,71
1991,11,14,4,AA,BNA,SAT,3,0,8,153
1990,11,20,2,WN,HOU,MSY,1,0,5,60
1991,7,20,6,US,CLT,SAV,2,8,11,58
2000,8,7,1,UA,SMF,DEN,2,10,19,132
1993,5,28,5,AA,MIA,LAX,3,1,8,323
2004,7,31,6,EV,GPT,ATL,2,20,2,90
1991,11,30,6,CO,BIS,MOT,2,23,15,29
2000,3,20,1,HP,DEN,PHX,1,8,6,119
2003,11,14,5,NW,MSP,BNA,3,15,12,121
2008,6,11,3,WN,LAS,SAN,3,42,34,57
1987,11,12,4,DL,RDU,ATL,1,0,4,74
2003,3,10,1,OO,LAX,YUM,2,0,0,72
2001,2,27,2,WN,LAS,RNO,2,5,0,75
2005,8,24,3,EV,ATL,MLB,0,21,19,85
1992,6,21,7,UA,MCO,SFO,1,4,5,341
1998,8,10,1,NW,MSN,MSP,3,28,30,68
1989,8,31,4,US,CRW,CLT,2,0,0,53
1990,8,21,2,DL,SLC,DEN,2,4,3,75
1999,1,6,3,DL,MIA,ATL,3,12,3,112
2004,9,20,1,MQ,DTW,LGA,1,0,1,101
1990,10,21,7,UA,PHX,DEN,1,0,3,103
2006,8,17,4,WN,MDW,DEN,3,32,27,140
1999,8,16,1,AS,SEA,LAX,1,0,4,161
2008,7,5,6,US,SFO,PHL,1,25,7,311
1989,7,4,2,UA,IND,ORD,2,5,11,67
1993,10,7,4,DL,ATL,STL,3,6,19,112
1993,4,3,6,AA,DFW,OAK,3,14,50,258
1995,9,7,4,WN,DAL,AUS,1,0,0,45
1991,1,29,2,TW,DCA,STL,1,13,19,155
2003,7,16,3,XE,EWR,SYR,3,101,88,52
2007,4,7,6,UA,DEN,SAN,2,32,38,142
1989,4,1,6,DL,ABQ,SLC,2,69,69,89
2008,7,13,7,9E,XNA,DTW,3,0,0,137
2001,7,14,6,DL,MCI,ATL,2,16,8,122
1999,11,4,4,WN,MCO,MSY,3,0,4,104
2008,5,18,7,WN,MCO,FLL,3,48,43,50
1999,3,26,5,WN,SAN,SMF,3,25,30,95
1989,9,18,1,HP,OMA,LAS,0,0,8,168
1994,8,12,5,DL,LGA,BOS,2,2,6,59
1988,5,20,5,DL,ATL,HOU,2,0,4,132
1999,5,21,5,DL,ATL,RSW,3,16,43,132
2006,1,3,2,AS,PDX,SAN,1,4,2,141
2007,9,24,1,MQ,CLT,MIA,2,13,8,125
1991,12,4,3,DL,ATL,SRQ,3,3,6,88
1989,3,27,1,PI,BWI,RDU,2,1,7,70
1991,4,4,4,WN,LBB,DAL,2,0,1,56
1989,1,3,2,UA,HOU,IAD,1,0,0,177
2003,4,23,3,UA,ORD,BOS,2,9,0,129
1992,11,2,1,WN,ONT,LAS,1,8,14,61
1990,2,28,3,NW,ORD,MSP,2,5,0,82
2002,8,19,1,DL,SLC,ANC,3,8,17,292
2007,8,9,4,EV,ATL,PIT,1,6,9,101
1994,10,24,1,AA,SJC,ORD,0,72,73,232
1988,6,2,4,AA,DCA,DFW,1,1,36,229
1995,8,6,7,WN,SMF,SAN,2,10,8,78
1990,10,11,4,UA,IAD,ORF,3,87,85,51
2007,2,27,2,US,MCO,PHL,1,13,5,137
2007,3,16,5,FL,IND,RSW,2,10,23,154
1996,1,3,3,HP,PHX,SNA,2,12,10,70
1997,1,20,1,US,RIC,LGA,1,9,7,66
1989,5,14,7,TW,DCA,STL,3,3,1,133
1996,5,23,4,DL,ATL,FLL,1,3,13,115
1989,4,5,3,WN,PHX,ONT,2,17,23,66
2006,4,28,5,AS,PDX,SAN,1,12,7,138
1988,8,30,2,NW,PHL,MSP,2,0,3,174
2000,6,9,5,UA,LAX,LAS,1,0,0,68
1998,10,4,7,UA,ORD,DCA,3,51,64,111
2001,4,30,1,UA,LAX,BOS,1,10,20,334
1996,11,7,4,CO,IAH,AUS,1,22,22,48
1989,5,24,3,TW,ONT,STL,1,81,58,199
2007,11,9,5,MQ,PIT,DFW,2,64,55,171
1994,3,17,4,DL,DFW,ELP,0,7,2,94
1999,9,21,2,US,PIT,MDT,1,0,0,50
1995,7,5,3,WN,AUS,ELP,1,10,5,80
1994,6,6,1,US,CMH,PIT,3,0,5,51
1990,9,13,4,DL,DFW,HOU,1,114,114,57
2004,8,21,6,AA,LAX,DEN,3,1,0,134
1992,12,17,4,DL,DFW,SAN,1,0,22,193
1988,11,10,4,UA,IAD,TPA,1,237,235,143
1992,5,19,2,UA,OAK,BUR,2,0,3,68
1989,2,3,5,DL,LAX,OGG,1,0,0,325
2006,10,4,3,CO,EWR,PHX,3,13,55,366
1993,11,30,2,US,CLT,PIT,1,46,42,72
1988,12,12,1,DL,MCO,TPA,3,6,19,50
1999,6,29,2,UA,DEN,BOS,0,4,18,243
1995,3,6,1,WN,PHX,SAT,3,0,0,115
1996,8,19,1,DL,LGA,ATL,1,10,6,120
2002,12,15,7,AA,BOS,SJU,2,11,3,227
2005,3,8,2,NW,DTW,MCO,3,60,69,160
1995,10,23,1,AA,DEN,BNA,1,63,66,150
2006,6,3,6,YV,CLT,ORF,3,15,7,63
2002,7,14,7,CO,LFT,IAH,1,0,0,56
2004,5,25,2,WN,BWI,LAS,1,0,14,334
1995,1,11,3,US,PBI,DCA,3,11,12,133
2008,8,2,6,UA,ORD,BDL,2,81,90,137
1989,8,14,1,AS,ANC,JNU,3,25,22,92
1990,1,20,6,US,BWI,IAH,2,5,23,220
1994,3,3,4,DL,BWI,ATL,2,28,18,103
1992,1,2,4,WN,DAL,AMA,2,5,2,62
2005,3,8,2,AA,LAX,JFK,0,82,115,338
1996,10,8,2,NW,DTW,TYS,3,17,11,80
1999,3,3,3,DL,MCO,FLL,2,12,9,52
1989,11,21,2,US,PIT,LGA,3,53,87,104
2004,12,29,3,AA,MIA,IAH,2,0,1,174
1997,11,15,6,NW,MSP,MKE,2,2,5,66
1996,4,17,3,WN,MCO,FLL,2,0,4,54
1989,2,19,7,PI,SYR,BOS,3,2,6,69
1998,2,12,4,HP,ONT,PHX,2,490,482,60
1988,5,8,7,NW,MEM,OMA,2,0,0,96
2005,10,16,7,WN,LAS,HOU,3,45,42,167
2000,6,21,3,WN,STL,IND,3,0,5,55
2006,4,25,2,OH,JFK,PIT,3,0,14,120
2007,9,14,5,FL,ATL,BOS,3,183,183,160
1988,8,7,7,AA,BNA,BWI,3,7,12,114
1989,3,4,6,NW,BDL,DTW,2,5,0,115
1989,1,3,2,NW,MEM,SDF,2,5,0,63
1989,12,11,1,US,PIT,IND,1,27,61,106
2007,4,22,7,MQ,SFO,SNA,2,1,3,87
1990,3,1,4,UA,ORD,PHL,1,7,8,112
1992,7,15,3,UA,PDX,SFO,1,6,0,101
1988,2,1,1,AA,DFW,MIA,2,1,2,162
2000,12,31,7,US,PIT,DTW,2,18,28,74
1999,10,14,4,WN,LBB,AUS,2,18,24,66
1995,2,2,4,UA,DTW,ORD,1,1,8,71
1990,1,22,1,TW,STL,MLI,1,20,10,46
1998,10,30,5,DL,ATL,PHL,3,0,6,131
1999,10,27,3,WN,CRP,HOU,2,0,0,45
1993,11,18,4,DL,ORF,ATL,2,10,13,105
2005,5,1,7,NW,TPA,MSP,2,3,8,207
1989,11,24,5,AA,RDU,DFW,1,1,6,181
2003,8,2,6,EV,JFK,ATL,2,0,10,155
1991,10,9,3,DL,ATL,GSO,3,2,1,65
1995,1,30,1,CO,SDF,BWI,2,0,6,95
2002,11,6,3,US,SFO,PHL,1,2,12,323
2004,10,21,4,WN,RDU,TPA,2,14,5,96
1996,4,24,3,DL,DFW,IAH,2,0,0,57
2004,12,27,1,DH,BNA,IAD,3,251,232,80
1995,3,7,2,AA,DCA,ORD,2,62,51,111
2000,12,19,2,WN,MHT,BWI,3,65,78,93
1996,2,3,6,UA,ORD,MIA,2,59,55,174
2006,2,14,2,WN,LAS,TUL,2,0,0,150
2003,12,5,5,WN,ONT,PHX,1,0,6,71
2007,5,2,3,EV,ATL,OKC,2,6,0,126
1991,8,5,1,WN,TUL,MCI,2,0,6,56
1989,4,27,4,AA,SJU,MIA,1,14,5,151
1996,11,1,5,WN,LAS,BUR,2,15,26,71
1989,4,19,3,AA,DFW,ABQ,1,11,10,100
1999,2,25,4,US,BHM,IAD,1,0,2,96
1988,12,5,1,TW,SAT,STL,1,0,6,134
1988,4,13,3,AS,SFO,BUR,2,42,50,73
1999,10,15,5,US,PHL,SDF,3,22,18,122
1988,7,21,4,DL,DFW,SLC,3,2,0,159
2003,6,20,5,DH,IAD,JFK,3,8,9,86
2004,12,10,5,US,PHL,MHT,3,61,51,77
1995,12,21,4,UA,DEN,SFO,3,8,28,176
1992,3,23,1,WN,LAX,OAK,1,11,17,81
1989,1,27,5,NW,PHX,MKE,2,0,0,190
2001,5,4,5,WN,ELP,AUS,3,5,19,99
2001,4,23,1,CO,IAH,ABQ,1,4,38,164
1990,7,26,4,NW,CLE,MSP,3,31,57,145
1990,2,24,6,UA,ORD,MKE,2,0,0,37
1998,3,16,1,UA,LAS,SFO,1,0,4,89
1989,3,29,3,TW,ORD,STL,1,0,8,85
2000,6,16,5,WN,MCI,TUL,2,36,42,56
2006,4,1,6,EV,MYR,ATL,2,84,69,97
2007,7,29,7,XE,EWR,BUF,2,106,95,66
2003,3,1,6,FL,RDU,ATL,1,0,13,93
1995,7,24,1,DL,LGA,DCA,2,2,3,72
1993,6,7,1,WN,ELP,PHX,1,0,5,75
1993,10,11,1,DL,MCO,MIA,2,0,8,60
2001,6,12,2,NW,MSP,BOS,2,88,80,166
2003,3,6,4,WN,MSY,HOU,3,20,16,66
2007,10,19,5,MQ,LAX,LAS,2,29,21,67
1997,12,29,1,US,CHS,CLT,2,72,66,45
1995,10,15,7,WN,SAN,SFO,3,32,33,81
2006,4,14,5,TZ,MDW,DFW,2,10,12,140
1997,1,10,5,TW,STL,IND,2,8,6,62
2004,4,1,4,FL,TPA,CAK,2,14,21,142
1993,12,7,2,CO,ORF,EWR,2,5,11,74
1994,10,1,6,TW,LAS,STL,2,11,2,189
1989,11,25,6,US,BWI,BGM,3,6,6,58
1988,6,5,7,AA,DFW,LIT,2,0,2,70
1999,8,25,3,NW,MSP,BWI,2,25,42,166
1989,9,7,4,DL,LAS,DFW,2,0,1,148
1999,6,8,2,NW,MSP,DCA,1,74,62,124
2007,4,4,3,OH,JAX,LGA,3,70,66,153
1990,12,28,5,AA,SLC,DFW,3,47,60,158
2007,12,9,7,US,PHL,ORD,3,3,23,169
1988,1,26,2,HP,PHX,LAS,0,0,0,55
2006,8,5,6,DL,MCI,ATL,2,37,42,132
1995,5,15,1,UA,ORD,PIT,3,1,2,78
2000,7,16,7,NW,MEM,TPA,3,168,152,91
2004,7,16,5,WN,BWI,BDL,3,40,38,63
2007,6,9,6,OH,DCA,JFK,2,105,111,96
1994,3,24,4,DL,LAX,FAT,0,4,8,59
2000,9,27,3,WN,ABQ,HOU,2,3,0,112
2002,10,18,5,DL,ABQ,CVG,2,9,0,159
1993,1,2,6,US,CLT,BDL,1,6,8,107
1998,9,14,1,UA,ORD,PHX,2,9,6,204
1998,5,24,7,AS,SEA,LAX,3,0,13,154
1989,8,28,1,AS,SEA,ANC,2,0,0,200
1993,2,17,3,AA,DFW,SAN,1,4,11,202
1990,12,20,4,US,PHL,LAX,1,6,34,383
2007,8,24,5,EV,ATL,LFT,1,10,7,100
2006,12,3,7,XE,DAL,IAH,3,37,35,64
1989,12,31,7,US,CLT,PHX,2,14,2,278
1992,4,30,4,AA,MSP,ORD,2,16,6,69
1994,5,26,4,WN,ABQ,SFO,2,90,78,133
1988,11,15,2,DL,MIA,ATL,2,0,3,114
1992,9,8,2,HP,SEA,PHX,2,0,9,170
2004,7,10,6,UA,ORD,IAD,3,107,82,98
1993,5,1,6,DL,ATL,MCO,2,20,21,81
1990,7,30,1,US,PHL,DAY,3,14,15,91
1995,7,27,4,WN,SJC,BUR,2,9,5,56
1999,5,10,1,WN,STL,SDF,3,48,41,53
1991,5,28,2,CO,IAH,LAX,2,1,0,205
2003,5,2,5,XE,EWR,SDF,3,50,64,144
2003,4,4,5,DL,CVG,SFO,2,3,12,317
2006,11,29,3,UA,SNA,DEN,1,4,25,167
2004,7,5,1,US,BOS,LGA,2,16,17,66
2004,12,22,3,EV,ATL,SBN,3,40,17,81
2008,6,24,2,MQ,DFW,VPS,1,6,4,118
1997,12,27,6,DL,ATL,RIC,3,6,0,82
2005,4,2,6,EV,CVG,CLE,3,0,0,72
2005,8,5,5,DL,ATL,ORD,3,76,87,128
1995,10,19,4,DL,LAX,SLC,2,19,23,101
2008,12,25,4,FL,PHL,ATL,2,19,2,120
1992,6,22,1,DL,FLL,ATL,2,3,18,121
2005,8,23,2,DL,SEA,ATL,1,0,1,282
2004,3,2,2,UA,DEN,LAX,2,0,0,140
1991,1,11,5,DL,ONT,ATL,1,56,64,246
1994,12,1,4,AA,ORD,GRR,2,4,5,48
2001,8,19,7,WN,DTW,MDW,1,47,40,53
2001,10,7,7,UA,DEN,LAX,2,29,10,128
1995,3,1,3,DL,MCI,SLC,3,19,12,144
1989,6,1,4,UA,BDL,IAD,3,7,4,73
1990,5,3,4,US,PIT,SAT,3,2,30,217
2004,7,8,4,OO,LAX,SMX,2,6,3,46
2001,5,7,1,WN,LAX,LAS,2,5,5,60
1998,8,4,2,CO,IAH,IND,2,10,14,141
2001,3,4,7,AA,STL,LGA,2,0,0,140
1997,11,10,1,WN,BOI,SEA,3,8,0,72
2000,11,28,2,UA,SFO,SAN,2,2,11,95
1992,4,25,6,DL,JAN,BHM,2,24,24,46
1989,2,7,2,EA,HOU,ATL,2,0,0,109
1992,9,28,1,WN,ABQ,PHX,1,0,3,73
1996,4,16,2,DL,CVG,BUF,3,4,6,79
2006,4,23,7,AA,ORD,PHX,1,1,3,227
1999,7,1,4,WN,TUS,LAX,2,26,20,84
1993,1,21,4,NW,MSP,SFO,2,70,88,261
1996,10,28,1,TW,SEA,STL,2,16,6,220
