Gender,Year,Major,GPA,FamilyIncome,Age,NoOfCourses,Country,Id
F,4,ME,3.2,60000,22,4,BRAZIL,541
M,3,STAT,1,290000,23,2,KOR,542
F,1,MATH,1,265000,19,3,SPAIN,543
F,1,ECE,3.1999999999999997,135000,19,3,RUSSIAN,544
F,3,ME,1.7999999999999998,50000,23,6,GER,545
F,2,ECE,3.2,130000,22,2,FRANCE,546
M,2,ME,1,70000,22,6,IND,547
F,4,MATH,2.8,370000,22,6,BRAZIL,548
F,2,ME,1.2,100000,21,4,AUS,549
M,3,ME,1,305000,21,3,KOR,550
M,3,ME,2.2,80000,21,4,THAILAND,551
F,4,ME,3.4,75000,24,3,JPN,552
F,3,STAT,2.4,95000,21,3,AUS,553
F,1,ECE,3.1999999999999997,135000,20,3,US,554
M,1,MATH,1,295000,19,5,US,555
F,2,PHY,1.7999999999999998,270000,22,2,KOR,556
M,3,MATH,2.4,305000,21,3,CANADA,557
M,2,ME,1.6,130000,21,2,AUS,558
F,3,MATH,2.4,305000,23,3,ENG,559
M,4,CHEM,3.0,45000,23,5,JPN,560
F,1,PHY,1,150000,21,2,IND,561
M,3,CHEM,2.4,95000,22,3,US,562
M,1,CHEM,2.8,280000,19,4,KOR,563
F,2,ECE,2.4,70000,22,6,RUSSIAN,564
M,2,ECE,2.6,85000,22,5,ENG,565
F,3,ME,1.7999999999999998,50000,21,6,FRANCE,566
M,1,MATH,1,250000,19,2,CANADA,567
F,3,CHEM,2.2,80000,21,4,US,568
M,4,STAT,3.6,90000,24,2,THAILAND,569
F,1,ECE,3.0,120000,19,4,CANADA,570
F,3,ECE,2.5999999999999996,80000,22,4,US,571
M,1,STAT,1,120000,21,4,FRANCE,572
F,1,ME,1,120000,21,4,THAILAND,573
F,3,CS,3.4,110000,23,2,ENG,574
M,2,STAT,1,70000,21,6,FRANCE,575
F,2,PHY,1.2,100000,20,4,BRAZIL,576
M,4,STAT,2.8,30000,24,6,ENG,577
M,2,ECE,3.0,115000,22,3,RUSSIAN,578
F,4,MATH,3.0,355000,24,5,AUS,579
F,3,ECE,3.0,110000,22,2,ENG,580
F,2,STAT,1,70000,20,6,THAILAND,581
M,4,ECE,2.0,30000,23,6,CANADA,582
M,3,CHEM,2.6,110000,23,2,FRANCE,583
F,2,CS,3.2,70000,21,6,RUSSIAN,584
F,1,CS,1.8,120000,19,4,GER,585
M,4,ME,2.8,30000,24,6,AUS,586
F,1,ME,1,135000,21,3,BRAZIL,587
F,1,CHEM,1.8,120000,19,4,CHN,588
F,2,PHY,1,85000,20,5,SPAIN,589
F,2,ECE,3.2,130000,22,2,IND,590
M,2,STAT,1.2,100000,20,4,BRAZIL,591
M,4,MATH,3.4,325000,23,3,US,592
M,2,ECE,2.4,70000,22,6,US,593
M,3,ECE,2.5999999999999996,80000,22,4,ENG,594
M,3,PHY,1,350000,23,6,KOR,595
M,2,CS,3.0,85000,21,5,RUSSIAN,596
M,1,ECE,4,120000,20,4,CHN,597
F,1,ECE,2.8,105000,19,5,GER,598
M,4,ME,3.4,75000,23,3,US,599
M,1,MATH,1,295000,20,5,AUS,600
M,1,ME,1,90000,21,6,SPAIN,601
M,2,CHEM,1,70000,22,6,BRAZIL,602
M,3,STAT,2.4,95000,21,3,RUSSIAN,603
M,3,CS,4,50000,22,6,AUS,604
M,4,CS,4,45000,23,5,ENG,605
M,4,ECE,4.0,60000,24,4,CHN,606
F,1,ME,1,105000,21,5,ENG,607
M,2,ECE,2.4,70000,20,6,CANADA,608
F,2,ME,1,70000,21,6,SPAIN,609
F,1,PHY,1,120000,21,4,CANADA,610
F,1,STAT,1,135000,21,3,AUS,611
F,4,PHY,3.4,75000,22,3,JPN,612
F,2,MATH,1,330000,22,6,BRAZIL,613
M,4,PHY,3.6,90000,24,2,CANADA,614
F,4,CHEM,3.2,60000,23,4,US,615
M,4,STAT,2.8,30000,23,6,BRAZIL,616
F,3,CS,3.6,95000,23,3,ENG,617
M,3,PHY,2.6,110000,22,2,JPN,618
F,2,ECE,4.0,130000,20,2,CHN,619
M,2,PHY,1,85000,21,5,IND,620
F,1,ME,1,135000,21,3,IND,621
F,4,CHEM,2.8,30000,22,6,BRAZIL,622
F,1,PHY,1,120000,21,4,SPAIN,623
M,3,MATH,2.2,320000,22,4,GER,624
M,1,ECE,3.1999999999999997,135000,20,3,IND,625
M,2,ECE,3.0,115000,20,3,SPAIN,626
M,2,ECE,2.6,85000,21,5,US,627
F,2,CHEM,1.6,130000,21,2,FRANCE,628
M,3,ME,2.4,95000,23,3,ENG,629
M,2,ECE,2.8,100000,20,4,THAILAND,630
M,3,ME,2.2,80000,21,4,GER,631
F,1,STAT,1,105000,20,5,AUS,632
F,2,PHY,1,85000,21,5,FRANCE,633
M,4,STAT,3.0,45000,24,5,GER,634
F,1,CHEM,1,105000,19,5,IND,635
M,3,PHY,2.6,110000,22,2,JPN,636
F,4,MATH,1,355000,24,5,KOR,637
F,1,ME,1,150000,19,2,GER,638
F,1,MATH,1,310000,19,6,GER,639
M,4,STAT,4,60000,24,4,CHN,640
M,4,ECE,2.6,75000,22,3,GER,641
F,2,ECE,3.2,130000,20,2,JPN,642
F,3,CHEM,2.2,80000,21,4,RUSSIAN,643
F,3,CHEM,2.6,110000,22,2,IND,644
F,3,PHY,1,305000,23,3,KOR,645
M,2,CS,3.2,70000,20,6,AUS,646
M,3,ME,2.2,80000,23,4,SPAIN,647
M,2,MATH,1.6,270000,21,2,JPN,648
M,2,MATH,1.2,300000,20,4,RUSSIAN,649
M,2,CHEM,3.2,70000,22,6,CHN,650
M,1,ME,1,105000,20,5,GER,651
F,4,ME,1,325000,23,3,KOR,652
F,1,ME,2.8,250000,20,2,KOR,653
F,3,PHY,1.7999999999999998,50000,21,6,BRAZIL,654
M,1,ME,1,120000,21,4,FRANCE,655
M,2,CHEM,1.4,115000,20,3,GER,656
M,2,ECE,3.0,115000,20,3,ENG,657
F,4,CHEM,3.6,90000,23,2,GER,658
M,1,MATH,1,310000,20,6,GER,659
F,1,PHY,1,150000,19,2,AUS,660
M,1,ECE,2.5999999999999996,90000,20,6,BRAZIL,661
F,2,MATH,1.2,300000,22,4,FRANCE,662
F,1,STAT,1,90000,21,6,ENG,663
F,4,ECE,2.4000000000000004,60000,22,4,BRAZIL,664
F,4,STAT,3.6,90000,22,2,US,665
M,3,CS,3.8,80000,23,4,BRAZIL,666
F,3,ECE,2.5999999999999996,80000,23,4,US,667
M,3,CS,3.8,80000,23,4,BRAZIL,668
M,4,CHEM,3.0,45000,24,5,GER,669
M,1,STAT,1,105000,19,5,CANADA,670
M,3,ME,2.2,80000,23,4,THAILAND,671
F,4,MATH,3.2,340000,24,4,SPAIN,672
M,4,ME,4,30000,22,6,CHN,673
F,1,MATH,1,250000,19,2,IND,674
M,4,PHY,3.6,90000,22,2,AUS,675
F,4,ME,2.8,30000,24,6,GER,676
M,4,PHY,2.8,30000,23,6,IND,677
M,2,CHEM,1,70000,21,6,GER,678
M,3,ME,2.6,110000,23,2,AUS,679
F,3,MATH,1,320000,22,4,KOR,680
M,4,MATH,3.2,340000,22,4,AUS,681
F,2,CHEM,1.7999999999999998,330000,20,6,KOR,682
F,1,ECE,2.8,105000,20,5,US,683
M,4,PHY,3.6,90000,24,2,IND,684
F,1,CHEM,2.8,310000,19,6,KOR,685
M,1,MATH,1,295000,20,5,CANADA,686
M,2,PHY,1.2,100000,21,4,AUS,687
M,1,CHEM,2.8,310000,19,6,KOR,688
M,3,CHEM,2.0,65000,23,5,FRANCE,689
F,3,CS,1,335000,22,5,KOR,690
F,2,ECE,2.8,100000,21,4,FRANCE,691
F,3,CS,4.0,65000,23,5,SPAIN,692
M,2,CS,3.2,70000,20,6,IND,693
F,1,CS,1.6,135000,20,3,ENG,694
M,1,MATH,1,280000,20,4,FRANCE,695
M,1,ME,1,90000,20,6,US,696
F,4,ECE,2.4000000000000004,60000,24,4,FRANCE,697
F,2,STAT,1.2,100000,21,4,GER,698
M,1,CHEM,2.0,105000,20,5,CHN,699
F,1,ME,1,90000,20,6,FRANCE,700
F,1,STAT,1,120000,21,4,FRANCE,701
F,3,CS,3.6,95000,22,3,BRAZIL,702
F,4,ECE,2.0,30000,24,6,THAILAND,703
F,3,PHY,2.0,65000,23,5,CANADA,704
F,2,STAT,1.2,100000,20,4,BRAZIL,705
M,4,CS,4,60000,23,4,CANADA,706
M,4,ECE,1,310000,24,2,KOR,707
F,2,ME,1.7999999999999998,315000,21,5,KOR,708
F,3,CHEM,2.6,110000,23,2,SPAIN,709
M,1,MATH,1,265000,21,3,SPAIN,710
F,3,ME,2.4,95000,21,3,SPAIN,711
M,3,PHY,2.0,65000,22,5,IND,712
F,2,PHY,1.6,130000,20,2,CANADA,713
F,3,CHEM,1.7999999999999998,50000,23,6,US,714
M,2,PHY,1.2,100000,21,4,GER,715
F,4,MATH,3.2,340000,22,4,RUSSIAN,716
M,1,MATH,2.8,250000,20,2,KOR,717
F,1,CS,1.4,150000,21,2,RUSSIAN,718
F,3,PHY,2.2,80000,22,4,BRAZIL,719
M,2,MATH,1.2,300000,22,4,GER,720
F,4,ME,3.4,75000,24,3,IND,721
M,4,PHY,3.0,45000,24,5,ENG,722
F,4,MATH,3.0,355000,24,5,JPN,723
F,2,ECE,3.2,130000,22,2,ENG,724
F,1,PHY,1,135000,20,3,THAILAND,725
M,3,PHY,2.4,95000,21,3,AUS,726
M,1,CHEM,1,150000,20,2,ENG,727
F,3,CHEM,2.4,95000,21,3,SPAIN,728
M,3,PHY,2.2,80000,22,4,JPN,729
M,4,MATH,3.4,325000,24,3,FRANCE,730
F,4,ECE,2.2,45000,23,5,IND,731
M,3,CS,3.6,95000,22,3,SPAIN,732
M,4,CHEM,3.2,60000,23,4,FRANCE,733
F,4,ME,3.0,45000,22,5,AUS,734
M,1,ME,1,90000,20,6,IND,735
F,2,ECE,3.2,130000,21,2,AUS,736
M,3,CS,3.4,110000,22,2,THAILAND,737
M,4,CS,4,75000,24,3,JPN,738
M,4,CHEM,3.2,60000,24,4,ENG,739
M,1,STAT,1,135000,21,3,THAILAND,740
M,2,STAT,1.4,115000,21,3,JPN,741
F,4,MATH,3.2,340000,23,4,CANADA,742
M,2,ECE,3.2,130000,21,2,CANADA,743
F,4,ECE,2.8000000000000003,90000,23,2,RUSSIAN,744
F,2,CHEM,1,85000,21,5,JPN,745
M,3,PHY,2.4,95000,23,3,BRAZIL,746
M,4,CHEM,3.4,75000,22,3,THAILAND,747
M,3,ECE,2.1999999999999997,50000,22,6,CANADA,748
M,3,STAT,2.4,95000,23,3,IND,749
M,3,ME,2.2,80000,21,4,SPAIN,750
F,3,STAT,2.6,110000,21,2,THAILAND,751
M,2,CHEM,1.6,130000,22,2,THAILAND,752
F,4,PHY,3.4,75000,24,3,GER,753
M,2,STAT,1.4,115000,22,3,AUS,754
M,2,MATH,1.6,270000,20,2,GER,755
M,3,PHY,2.6,110000,22,2,RUSSIAN,756
M,3,STAT,2.4,95000,22,3,FRANCE,757
M,4,ECE,3.6,90000,22,2,CHN,758
M,3,CHEM,4,50000,23,6,CHN,759
M,2,CS,1.7999999999999998,270000,21,2,KOR,760
M,2,ME,1.6,130000,20,2,AUS,761
M,2,MATH,1.7999999999999998,285000,22,3,KOR,762
M,2,PHY,1.2,100000,21,4,GER,763
M,2,STAT,1.2,100000,20,4,ENG,764
F,3,MATH,2.6,290000,21,2,SPAIN,765
F,2,CHEM,1,70000,22,6,JPN,766
F,1,CS,2.2,90000,19,6,RUSSIAN,767
F,3,PHY,4.0,65000,22,5,CHN,768
F,2,MATH,1.4,285000,20,3,US,769
F,3,PHY,2.0,65000,23,5,THAILAND,770
M,2,MATH,1.7999999999999998,270000,20,2,KOR,771
F,1,MATH,1,250000,21,2,AUS,772
M,4,ECE,2.6,75000,22,3,CANADA,773
F,4,CS,4,90000,23,2,JPN,774
M,1,ME,1,90000,20,6,SPAIN,775
M,1,CHEM,1,105000,21,5,IND,776
F,1,ME,1,120000,19,4,IND,777
M,1,STAT,1,90000,19,6,BRAZIL,778
F,1,PHY,1,105000,20,5,IND,779
M,3,MATH,2.0,335000,21,5,US,780
M,2,ME,1.4,115000,21,3,FRANCE,781
F,1,MATH,1,295000,21,5,ENG,782
M,4,MATH,3.2,340000,23,4,US,783
F,4,PHY,1,340000,23,4,KOR,784
F,2,STAT,1,70000,21,6,IND,785
M,1,MATH,1,280000,20,4,RUSSIAN,786
F,1,CHEM,1,135000,19,3,RUSSIAN,787
F,3,CS,3.6,95000,21,3,US,788
F,1,ECE,2.8,265000,19,3,KOR,789
F,3,PHY,2.2,80000,22,4,SPAIN,790
M,1,CS,2.8,310000,20,6,KOR,791
F,2,CS,1.7999999999999998,300000,21,4,KOR,792
F,3,ECE,2.1999999999999997,50000,21,6,US,793
M,3,MATH,2.4,305000,23,3,BRAZIL,794
M,2,ME,1.7999999999999998,315000,21,5,KOR,795
F,2,CHEM,2.8,100000,22,4,CHN,796
F,4,PHY,3.2,60000,23,4,ENG,797
F,3,STAT,2.2,80000,23,4,FRANCE,798
F,4,STAT,3.2,60000,22,4,IND,799
M,1,ECE,2.8,250000,21,2,KOR,800
F,2,ECE,2.8,100000,20,4,JPN,801
F,2,CS,3.2,70000,21,6,RUSSIAN,802
M,3,ECE,2.8,95000,22,3,GER,803
M,4,STAT,2.8,30000,24,6,AUS,804
F,4,ECE,2.2,45000,22,5,GER,805
M,3,PHY,2.4,95000,23,3,RUSSIAN,806
M,1,CHEM,1,105000,20,5,ENG,807
F,1,CHEM,1,120000,20,4,RUSSIAN,808
F,4,ME,3.2,60000,24,4,AUS,809
M,4,PHY,4,90000,24,2,CHN,810
M,2,ECE,1.7999999999999998,300000,20,4,KOR,811
F,1,CHEM,1,150000,20,2,GER,812
M,2,ME,1,85000,20,5,RUSSIAN,813
F,2,MATH,1.4,285000,21,3,FRANCE,814
M,1,PHY,1,150000,20,2,JPN,815
F,2,CS,3.2,70000,22,6,CHN,816
M,3,ME,2.0,65000,22,5,THAILAND,817
M,1,STAT,1,135000,19,3,RUSSIAN,818
M,4,ME,3.4,75000,22,3,IND,819
F,3,ECE,1,350000,22,6,KOR,820
F,1,CHEM,1,105000,21,5,FRANCE,821
M,4,STAT,3.6,90000,24,2,AUS,822
F,4,ME,1,340000,22,4,KOR,823
M,2,STAT,1.2,100000,21,4,AUS,824
F,3,STAT,2.4,95000,21,3,JPN,825
M,3,CHEM,2.6,110000,22,2,GER,826
F,3,CHEM,2.6,110000,21,2,FRANCE,827
F,3,ECE,3.8,110000,22,2,CHN,828
F,4,PHY,1,325000,24,3,KOR,829
F,3,STAT,2.2,80000,21,4,IND,830
F,4,PHY,3.6,90000,23,2,SPAIN,831
F,1,STAT,1,120000,21,4,RUSSIAN,832
F,2,ME,1.6,130000,20,2,JPN,833
F,3,ECE,4,65000,22,5,CHN,834
F,1,MATH,1,295000,21,5,RUSSIAN,835
F,4,CS,4,90000,23,2,CHN,836
F,4,ECE,4,45000,22,5,CHN,837
M,3,CHEM,2.0,65000,22,5,THAILAND,838
M,4,ME,3.6,90000,22,2,THAILAND,839
M,3,CS,3.8,80000,23,4,ENG,840
M,4,MATH,3.6,310000,23,2,IND,841
M,3,PHY,2.6,110000,22,2,US,842
M,2,ECE,3.2,130000,20,2,BRAZIL,843
F,1,STAT,1,105000,19,5,CANADA,844
M,2,STAT,1.4,115000,21,3,FRANCE,845
F,2,ECE,3.0,115000,20,3,FRANCE,846
M,3,CHEM,1.7999999999999998,50000,22,6,GER,847
F,3,CS,4.0,65000,21,5,BRAZIL,848
M,4,CS,4,75000,22,3,FRANCE,849
M,1,PHY,1,120000,20,4,RUSSIAN,850
M,4,ECE,2.8000000000000003,90000,22,2,AUS,851
M,4,STAT,3.0,45000,22,5,SPAIN,852
M,4,CHEM,3.0,45000,23,5,SPAIN,853
M,4,CHEM,3.0,45000,24,5,GER,854
F,1,ME,2.8,310000,21,6,KOR,855
M,2,CS,3.0,85000,21,5,RUSSIAN,856
F,1,STAT,1,150000,19,2,RUSSIAN,857
M,4,CS,4,60000,24,4,JPN,858
M,2,CS,2.8,100000,22,4,GER,859
M,1,ME,1,120000,19,4,ENG,860
F,2,ECE,2.6,85000,20,5,RUSSIAN,861
M,3,PHY,4.0,65000,21,5,CHN,862
F,4,MATH,3.2,340000,24,4,THAILAND,863
F,1,ECE,4,90000,20,6,CHN,864
F,4,PHY,2.8,30000,23,6,IND,865
M,3,STAT,2.2,80000,23,4,THAILAND,866
M,2,ME,1,70000,21,6,IND,867
F,2,PHY,1,85000,21,5,GER,868
F,3,ECE,2.1999999999999997,50000,21,6,GER,869
M,1,ECE,3.0,120000,20,4,US,870
M,2,CHEM,1.2,100000,20,4,GER,871
M,2,CHEM,1.2,100000,22,4,SPAIN,872
M,4,PHY,3.6,90000,23,2,THAILAND,873
F,4,CS,4,90000,24,2,JPN,874
F,2,MATH,1.6,270000,20,2,US,875
M,2,PHY,2.8,100000,20,4,CHN,876
M,2,MATH,1,330000,22,6,CANADA,877
M,2,MATH,1.2,300000,20,4,RUSSIAN,878
M,2,STAT,1.4,115000,20,3,FRANCE,879
F,1,STAT,1,90000,19,6,JPN,880
M,2,STAT,1.4,115000,20,3,GER,881
F,1,MATH,1,265000,19,3,THAILAND,882
M,4,STAT,3.6,90000,22,2,GER,883
F,1,ME,1,90000,20,6,GER,884
M,1,MATH,2.8,250000,20,2,KOR,885
F,4,CS,4,90000,24,2,RUSSIAN,886
F,4,PHY,3.2,60000,22,4,CANADA,887
F,4,ME,3.4,75000,23,3,JPN,888
F,3,ECE,2.1999999999999997,50000,22,6,US,889
F,1,MATH,1,280000,21,4,BRAZIL,890
M,2,MATH,1.2,300000,21,4,JPN,891
M,3,MATH,2.6,290000,23,2,GER,892
F,4,CHEM,3.6,90000,22,2,THAILAND,893
M,3,MATH,2.4,305000,22,3,BRAZIL,894
M,3,CHEM,2.2,80000,23,4,THAILAND,895
M,4,CHEM,2.8,30000,23,6,ENG,896
M,3,ECE,2.5999999999999996,80000,21,4,CANADA,897
M,1,CHEM,1,150000,19,2,SPAIN,898
M,3,STAT,2.6,110000,21,2,FRANCE,899
M,1,CHEM,1,90000,21,6,THAILAND,900
M,3,PHY,2.0,65000,21,5,GER,901
M,2,ME,1.4,115000,20,3,IND,902
M,4,MATH,3.2,340000,23,4,THAILAND,903
M,4,CHEM,3.0,45000,22,5,JPN,904
M,1,MATH,1,250000,20,2,JPN,905
F,3,MATH,2.0,335000,22,5,BRAZIL,906
F,1,CHEM,2.2,90000,20,6,CHN,907
M,3,MATH,2.4,305000,21,3,JPN,908
M,2,ECE,2.8,100000,20,4,US,909
M,1,CHEM,1,120000,20,4,THAILAND,910
F,1,PHY,1,105000,21,5,BRAZIL,911
F,1,ECE,4,135000,21,3,CHN,912
M,3,STAT,1,335000,22,5,KOR,913
M,4,ECE,2.8000000000000003,90000,23,2,THAILAND,914
F,2,PHY,1.2,100000,21,4,RUSSIAN,915
M,4,CHEM,2.8,30000,22,6,GER,916
M,4,MATH,3.0,355000,22,5,CANADA,917
M,4,PHY,3.4,75000,24,3,FRANCE,918
F,4,ME,2.8,30000,22,6,GER,919
M,4,CHEM,3.2,60000,24,4,THAILAND,920
F,1,PHY,1,90000,21,6,FRANCE,921
M,2,CS,2.6,115000,20,3,GER,922
F,1,STAT,1,105000,21,5,RUSSIAN,923
M,1,CS,2.0,105000,20,5,ENG,924
M,1,CS,1.8,120000,21,4,JPN,925
M,3,PHY,2.6,110000,21,2,GER,926
M,1,PHY,1,150000,20,2,GER,927
M,2,ME,1.4,115000,20,3,AUS,928
F,2,PHY,1,70000,22,6,THAILAND,929
F,2,ME,1.2,100000,22,4,SPAIN,930
M,2,PHY,1.6,130000,20,2,US,931
M,3,STAT,1.7999999999999998,50000,21,6,RUSSIAN,932
M,1,PHY,1,90000,21,6,IND,933
M,4,CHEM,2.8,30000,24,6,THAILAND,934
F,4,MATH,3.6,310000,22,2,CANADA,935
M,2,PHY,1,85000,20,5,GER,936
M,2,MATH,1,330000,21,6,ENG,937
M,3,PHY,1.7999999999999998,50000,22,6,CANADA,938
M,4,ME,4,45000,23,5,CHN,939
M,1,PHY,2.8,265000,19,3,KOR,940
F,1,ECE,2.8,105000,19,5,BRAZIL,941
F,3,CHEM,1.7999999999999998,50000,23,6,RUSSIAN,942
M,4,ECE,2.6,75000,24,3,ENG,943
M,4,STAT,2.8,30000,23,6,ENG,944
F,1,STAT,1,135000,19,3,FRANCE,945
M,2,ME,1.4,115000,22,3,RUSSIAN,946
F,1,CHEM,1,135000,19,3,ENG,947
F,1,CHEM,1,120000,20,4,SPAIN,948
M,4,ME,1,340000,22,4,KOR,949
M,4,STAT,3.2,60000,23,4,IND,950
M,3,ECE,2.1999999999999997,50000,23,6,ENG,951
F,1,MATH,1,310000,19,6,SPAIN,952
F,1,CHEM,1,135000,19,3,CANADA,953
F,2,STAT,1,70000,20,6,THAILAND,954
M,4,ME,3.4,75000,23,3,US,955
M,3,MATH,2.4,305000,23,3,THAILAND,956
F,3,STAT,2.0,65000,23,5,US,957
M,2,ME,1.4,115000,20,3,THAILAND,958
F,2,STAT,1,85000,21,5,BRAZIL,959
M,3,ME,2.0,65000,21,5,GER,960
F,2,ECE,1.7999999999999998,270000,22,2,KOR,961
F,4,STAT,3.6,90000,24,2,JPN,962
F,3,PHY,2.6,110000,23,2,RUSSIAN,963
M,1,PHY,1,90000,19,6,SPAIN,964
F,1,MATH,1,250000,20,2,THAILAND,965
M,2,ME,1.4,115000,21,3,IND,966
M,3,PHY,1.7999999999999998,50000,21,6,BRAZIL,967
M,1,STAT,1,120000,19,4,ENG,968
M,1,STAT,1,135000,19,3,US,969
M,1,CHEM,1,105000,21,5,CANADA,970
F,2,ME,1.4,115000,22,3,IND,971
F,2,CS,3.0,85000,21,5,CHN,972
F,1,MATH,1,280000,20,4,JPN,973
F,2,MATH,1.4,285000,20,3,IND,974
F,1,ME,1,120000,20,4,AUS,975
F,4,STAT,2.8,30000,24,6,BRAZIL,976
F,3,ECE,2.4,65000,21,5,US,977
F,2,ECE,2.8,100000,21,4,FRANCE,978
M,1,MATH,1,295000,21,5,FRANCE,979
M,4,ME,2.8,30000,24,6,FRANCE,980
F,4,MATH,3.6,310000,22,2,RUSSIAN,981
M,2,STAT,1,70000,20,6,US,982
F,2,PHY,1,85000,20,5,RUSSIAN,983
F,4,CHEM,3.4,75000,23,3,RUSSIAN,984
M,3,CHEM,2.4,95000,23,3,SPAIN,985
M,2,ME,1.2,100000,20,4,GER,986
M,3,ME,1.7999999999999998,50000,23,6,US,987
F,2,STAT,1,70000,20,6,IND,988
M,2,STAT,1,70000,21,6,ENG,989
M,4,ME,3.0,45000,24,5,US,990
M,4,PHY,3.2,60000,22,4,US,991
F,1,MATH,1,310000,21,6,US,992
F,3,CHEM,3.6,95000,21,3,CHN,993
F,3,CHEM,1,350000,21,6,KOR,994
F,2,STAT,1.4,115000,20,3,CANADA,995
F,4,MATH,3.6,310000,22,2,CANADA,996
M,2,ECE,2.4,70000,20,6,BRAZIL,997
F,3,STAT,1,290000,22,2,KOR,998
F,1,CHEM,1,150000,20,2,FRANCE,999
F,1,CS,1.4,150000,19,2,AUS,1000
M,4,PHY,3.6,90000,23,2,THAILAND,1001
F,3,MATH,2.6,290000,22,2,THAILAND,1002
M,4,CS,4,30000,22,6,FRANCE,1003
F,2,CS,2.8,100000,20,4,CANADA,1004
F,4,CHEM,3.6,90000,22,2,ENG,1005
F,3,MATH,1,305000,21,3,KOR,1006
F,4,MATH,3.4,325000,23,3,THAILAND,1007
F,4,ECE,2.8000000000000003,90000,23,2,AUS,1008
M,1,MATH,2.8,250000,20,2,KOR,1009
F,3,ECE,2.1999999999999997,50000,23,6,BRAZIL,1010
F,1,PHY,1,135000,20,3,US,1011
M,1,ME,1,90000,20,6,ENG,1012
M,2,MATH,1.6,270000,21,2,SPAIN,1013
M,1,STAT,1,90000,20,6,FRANCE,1014
F,4,STAT,4,45000,22,5,CHN,1015
M,4,MATH,1,325000,24,3,KOR,1016
M,3,ECE,2.5999999999999996,80000,21,4,IND,1017
F,1,PHY,1,120000,20,4,AUS,1018
F,3,CS,3.4,110000,21,2,JPN,1019
F,3,CS,3.6,95000,22,3,US,1020
M,2,CHEM,1.4,115000,20,3,ENG,1021
F,3,CS,4.0,65000,21,5,GER,1022
F,3,PHY,2.4,95000,21,3,BRAZIL,1023
F,3,CHEM,4,50000,23,6,CHN,1024
M,4,CHEM,3.4,75000,23,3,RUSSIAN,1025
F,3,ECE,2.4,65000,22,5,GER,1026
F,2,STAT,3.2,70000,21,6,CHN,1027
M,3,CS,3.4,110000,23,2,SPAIN,1028
M,3,CS,3.6,95000,22,3,THAILAND,1029
M,1,CHEM,1.6,135000,20,3,CHN,1030
M,1,ME,1,135000,20,3,RUSSIAN,1031
M,2,ME,1.6,130000,22,2,GER,1032
F,3,MATH,2.4,305000,23,3,CANADA,1033
M,3,PHY,1,290000,21,2,KOR,1034
F,3,STAT,2.0,65000,23,5,US,1035
F,1,ME,2.8,265000,19,3,KOR,1036
F,4,ME,2.8,30000,23,6,BRAZIL,1037
F,3,CS,1,290000,21,2,KOR,1038
M,4,MATH,3.0,355000,24,5,SPAIN,1039
M,1,ECE,3.0,120000,19,4,SPAIN,1040
M,3,CHEM,2.6,110000,23,2,CANADA,1041
M,1,PHY,1,135000,20,3,RUSSIAN,1042
M,4,PHY,3.6,90000,22,2,GER,1043
F,2,ME,1.6,130000,21,2,RUSSIAN,1044
F,2,PHY,1.6,130000,21,2,BRAZIL,1045
F,1,ECE,2.8,250000,21,2,KOR,1046
M,2,ECE,2.8,100000,22,4,BRAZIL,1047
M,2,CS,3.2,70000,21,6,US,1048
M,2,ECE,3.2,130000,20,2,GER,1049
F,4,CHEM,3.6,90000,24,2,BRAZIL,1050
F,3,CHEM,2.0,65000,22,5,GER,1051
F,4,MATH,4,355000,22,5,CHN,1052
F,4,ECE,2.8000000000000003,90000,23,2,FRANCE,1053
M,1,CS,2.0,105000,20,5,CHN,1054
F,3,CS,4.0,65000,23,5,ENG,1055
M,4,PHY,3.0,45000,22,5,US,1056
F,3,PHY,2.2,80000,21,4,GER,1057
M,1,PHY,1,105000,19,5,JPN,1058
M,1,CS,1.6,135000,21,3,GER,1059
M,1,CS,1.4,150000,20,2,RUSSIAN,1060
M,2,CS,3.0,85000,22,5,SPAIN,1061
F,2,CHEM,3.0,85000,22,5,CHN,1062
M,1,CS,1.6,135000,19,3,BRAZIL,1063
M,1,MATH,1.8,280000,20,4,CHN,1064
F,3,MATH,1.7999999999999998,350000,21,6,ENG,1065
F,4,PHY,2.8,30000,24,6,AUS,1066
M,2,STAT,1.6,130000,21,2,AUS,1067
M,2,STAT,1.2,100000,21,4,CANADA,1068
F,3,ECE,2.1999999999999997,50000,23,6,ENG,1069
F,3,PHY,2.2,80000,21,4,US,1070
F,1,PHY,1,135000,20,3,FRANCE,1071
F,3,STAT,1.7999999999999998,50000,21,6,THAILAND,1072
F,1,STAT,1,105000,19,5,THAILAND,1073
F,1,MATH,1,295000,20,5,JPN,1074
F,2,ECE,4,85000,20,5,CHN,1075
M,2,ME,3.0,85000,20,5,CHN,1076
M,3,CHEM,1.7999999999999998,50000,23,6,IND,1077
F,3,PHY,2.2,80000,22,4,SPAIN,1078
F,4,PHY,3.4,75000,22,3,FRANCE,1079
M,1,MATH,1,250000,19,2,CANADA,1080
F,2,ECE,2.4,70000,22,6,CANADA,1081
F,1,MATH,1,280000,19,4,BRAZIL,1082
F,2,CS,2.4,130000,20,2,CANADA,1083
M,2,ME,3.0,85000,20,5,CHN,1084
M,1,ECE,3.1999999999999997,135000,21,3,THAILAND,1085
M,3,MATH,1.7999999999999998,350000,21,6,US,1086
